Workout_ID,Date,Exercise_ID,Sets,Repetitions,Lowest_Weight,Highest_Weight,Time_Spent_mins,Week_ID,Comments
390,8/17/2023,10004,3,3,205,205,30,2000033,"back to pointer finger on smooth grip, use chalk and also spread out legs more. Setup feet standing then point out shoes, don’t move butt up until under bar"
391,8/17/2023,10009,3,8,60,60,0,2000033,skipped
392,8/17/2023,10010,3,8,100,100,10,2000033,
393,8/18/2023,10001,3,3,315,315,45,2000033,
394,8/18/2023,10006,3,8,120,120,0,2000033,skipped
395,8/18/2023,10014,3,8,85,85,0,2000033,skipped
396,8/22/2023,10002,3,3,315,315,45,2100034,"keep feet closer, easier to hinge. Reset each rep"
397,8/22/2023,10011,3,8,55,60,10,2100034,
398,8/22/2023,10012,3,8,40,40,10,2100034,
399,8/22/2023,10013,3,8,120,120,10,2100034,Dips 3x6 (6 5 5)
400,8/25/2023,10000,3,5,115,115,30,2100034,neck still feels tweaked from earlier this week takkkg it easy on weight
401,8/25/2023,10003,3,3,225,225,30,2100034,right side of neck and upper trap tough to put bar on
402,8/25/2023,10004,3,5,185,185,25,2100034,fatigue from work. an’t get good positioning and palms aren’t gripping well
403,8/25/2023,10007,3,5,315,315,0,2100034,skipped
404,8/25/2023,10008,3,8,70,70,10,2100034,
405,8/25/2023,10001,3,3,315,315,45,2100034,
406,8/25/2023,10006,3,8,120,120,0,2100034,skipped
407,8/25/2023,10014,3,8,95,95,0,2100034,skipped
408,8/29/2023,10001,3,3,315,315,45,2200035,
409,8/29/2023,10006,3,8,120,120,10,2200035,
410,8/29/2023,10014,3,8,95,95,10,2200035,
411,8/30/2023,10002,3,3,315,315,45,2200035,
412,8/30/2023,10011,3,8,55,60,10,2200035,
413,8/30/2023,10012,3,8,40,40,10,2200035,
414,8/30/2023,10013,3,6,150,150,10,2200035,
415,9/1/2023,10000,3,5,115,115,30,2200035,workout after work. neck still feels tweaked from earlier this week takkkg it easy on weight
416,9/1/2023,10003,3,3,225,225,30,2200035,right side of neck and upper trap tough to put bar on
417,9/1/2023,10004,3,5,185,185,25,2200035,fatigue from work. can’t get good positioning and palms aren’t gripping well
418,9/1/2023,10009,3,8,60,60,10,2200035,
419,9/1/2023,10010,3,8,100,100,0,2200035,skipped
420,9/6/2023,10002,3,3,315,315,45,2300036,
421,9/6/2023,10011,3,8,55,60,10,2300036,
422,9/6/2023,10012,3,8,40,40,10,2300036,
423,9/6/2023,10013,3,8,110,110,10,2300036,
424,9/7/2023,10001,3,3,315,315,45,2300036,stance out to rings point feet out 45. Pull slack and cock legs. Control descent by breathing again at top
425,9/7/2023,10006,3,8,105,105,10,2300036,
426,9/7/2023,10014,3,8,95,95,10,2300036,
427,9/8/2023,10000,3,5,115,115,0,2300036,skipped (sick)
428,9/8/2023,10003,3,5,225,225,0,2300036,skipped
429,9/8/2023,10004,3,5,185,185,0,2300036,skipped
430,9/8/2023,10007,3,5,315,315,0,2300036,skipped
431,9/8/2023,10008,3,8,70,70,0,2300036,skipped
432,9/12/2023,10002,3,3,315,365,45,2400037,Pull slack and cock legs. No belt used. Straps for last set
433,9/12/2023,10011,3,3,55,60,10,2400037,slow and controlled
434,9/12/2023,10012,3,3,40,40,10,2400037,slow and controlled
435,9/12/2023,10013,3,8,120,150,10,2400037,
436,9/13/2023,10001,3,3,315,315,45,2400037,
437,9/13/2023,10006,3,8,115,115,10,2400037,
438,9/13/2023,10014,3,8,95,95,10,2400037,
439,9/14/2023,10000,3,5,115,115,25,2400037,
440,9/14/2023,10003,3,5,225,225,30,2400037,
441,9/14/2023,10004,3,5,185,185,25,2400037,"setup feet standing wider stance, point out  feet, sit then move forward, point out feet. Grip bar push off then adjust butt down to bench. Bring bar a bit lower down chest. Trying to regain breath pattern and bracing "
442,9/14/2023,10007,3,5,315,315,20,2400037,"easing back in, upper traps are burning a bit"
443,9/14/2023,10008,3,8,70,70,0,2400037,skipped
444,9/19/2023,10002,3,3,315,315,45,2500038,"tired, body feels a bit fatigued. grip half knurling and half smooth"
445,9/19/2023,10011,3,8,55,60,10,2500038,
446,9/19/2023,10012,3,8,40,40,10,2500038,
447,9/19/2023,10013,3,8,150,150,10,2500038,
448,9/21/2023,10000,3,5,115,115,25,2500038,
449,9/21/2023,10003,3,5,225,225,30,2500038,hard to get leg drive?
450,9/21/2023,10004,3,5,185,185,25,2500038,"losing tightness. Start with feet pointed out 45, tighten lats and elbows like squat. Create arch, grip bar tight, initial rebreather then second breath to lift off. Adjust feet and put butt down then slowly descend bar at an angle to chest"
451,9/21/2023,10008,3,8,70,70,10,2500038,
452,9/21/2023,10010,3,8,100,100,10,2500038,
453,9/21/2023,10001,3,3,315,365,45,2500038,"feet pointed straight in between ring and smooth so centered. Pull slack practice then adjust feet 45 degrees, pull bar back to shins/ Stand over bar at a certain angle with legs activated outward. Deep double breath, grip bar mostly on smooth and slightly on knurling. Chalk up, no belt"
454,9/21/2023,10006,3,8,110,110,10,2500038,
455,9/21/2023,10014,3,8,95,95,10,2500038,
456,9/26/2023,10002,3,3,315,375,45,2600039,"Pull slack with full thumb engagement. pinky still on knurling, rest on smooth"
457,9/26/2023,10011,3,8,60,65,10,2600039,
458,9/26/2023,10012,3,8,40,40,10,2600039,
459,9/26/2023,10013,3,8,100,130,10,2600039,
460,9/27/2023,10001,3,3,315,315,45,2600039,
461,9/27/2023,10006,3,8,115,115,10,2600039,
462,9/27/2023,10014,3,8,100,110,10,2600039,
463,9/28/2023,10000,3,5,115,115,0,2600039,skipped
464,9/28/2023,10003,3,5,225,225,0,2600039,skipped
465,9/28/2023,10004,3,5,185,185,0,2600039,skipped
466,9/28/2023,10007,3,5,315,315,0,2600039,skipped
467,9/28/2023,10008,3,8,70,70,0,2600039,skipped
468,10/4/2023,10002,3,3,315,315,45,2700040,RPE 9. feeling fatigued from work weekend and also didn’t go to crunch last week
469,10/4/2023,10011,3,8,60,70,10,2700040,
470,10/4/2023,10012,3,8,40,40,10,2700040,
471,10/4/2023,10013,3,8,120,120,10,2700040,
472,10/5/2023,10000,3,5,115,115,25,2700040,make sure to squeeze bar and keep breath. Each rep squeeze bar tightly then keep elbows tight and lower bar
473,10/5/2023,10003,3,5,225,225,30,2700040,Squeeze bar tight before each breath
474,10/5/2023,10004,3,5,185,185,25,2700040,"point feet out 45, move up hips then point out more horizontal. squeeze grip while holding breath. Bench groove better with wider hands with pointer finger on smooth ring and also vertical feet pointing, maybe have a slight above the bench from butt but still keep butt planted "
475,10/5/2023,10007,3,5,315,315,0,2700040,skipped
476,10/5/2023,10008,3,8,70,70,0,2700040,skipped
477,10/5/2023,10001,3,3,315,315,45,2700040,"squeeze bar harder, still pull slack and setup similarly. With straps, grip in closer"
478,10/5/2023,10006,3,8,120,120,0,2700040,skipped
479,10/5/2023,10014,3,8,95,95,0,2700040,skipped
480,10/11/2023,10002,3,3,315,315,45,2800041,"pull slack, adjust feet, stand up then move back to shins and have feet engaged outward, stand back up then take deep breath. Pull slack then full grip squeeze bar off floor with leg cock"
481,10/11/2023,10011,3,8,55,60,10,2800041,
482,10/11/2023,10012,3,8,40,40,10,2800041,
483,10/11/2023,10013,3,8,120,120,10,2800041,
484,10/12/2023,10001,3,3,315,390,0,2800041,skipped
485,10/12/2023,10006,3,8,110,110,0,2800041,skipped
486,10/12/2023,10014,3,8,95,95,0,2800041,skipped
487,10/13/2023,10000,3,5,115,115,30,2800041,"went after work, started at 1am"
488,10/13/2023,10003,3,3,225,225,30,2800041,
489,10/13/2023,10004,3,5,185,185,25,2800041,
490,10/13/2023,10007,3,5,315,315,0,2800041,skipped
491,10/13/2023,10008,3,8,70,70,0,2800041,skipped
492,10/17/2023,10002,3,3,315,315,45,2900042,"pull slack, adjust feet, stand up then move back to shins and have feet engaged outward, stand back up then deep breath twice with elbows in and grip bar. From grip, pull slack and pull with pushing with back of heel"
493,10/17/2023,10011,3,8,60,65,10,2900042,
494,10/17/2023,10012,3,8,40,40,10,2900042,
495,10/17/2023,10013,3,8,150,150,10,2900042,
496,10/18/2023,10000,3,5,115,115,30,2900042,alternate 3x3 5lb increase (2x2.5lb)  between ohp and bench
497,10/18/2023,10003,3,3,225,230,30,2900042,
498,10/18/2023,10004,3,3,185,205,25,2900042,"put feet at 45, move butt up to bench, adjust feet to horizontal 90 test leg drive then adjust elbow and breath. Lower under bar then sway lats to make sure grip is tight with arch. Continue 3x3 increase to 210 next week"
499,10/18/2023,10007,3,5,315,315,20,2900042,
500,10/18/2023,10008,3,8,70,70,10,2900042,
501,10/19/2023,10001,3,3,315,390,45,2900042,"setup as old method, make sure legs are engaged and body above the bar but almost perpendicular while having leg drive. Not bad in terms of tightened and leverages. Used chalk and belt for last set"
502,10/19/2023,10006,3,8,110,110,10,2900042,
503,10/19/2023,10014,3,8,95,95,10,2900042,
504,10/24/2023,10002,3,3,315,315,45,3000043,"have feet not so close together, don’t extend feet to 45 degrees, more 15 degrees and also keep bar close with shoulders and elbow right to align over bar"
505,10/24/2023,10011,3,8,55,60,10,3000043,
506,10/24/2023,10012,3,8,40,40,10,3000043,
507,10/24/2023,10013,3,8,120,120,10,3000043,
508,10/25/2023,10000,3,5,115,115,0,3000043,skipped - vacation
509,10/25/2023,10003,3,3,225,225,0,3000043,skipped - vacation
510,10/25/2023,10004,3,5,185,185,0,3000043,skipped - vacation
511,10/25/2023,10008,3,8,90,90,0,3000043,skipped - vacation
512,10/25/2023,10010,3,8,70,70,0,3000043,skipped - vacation
513,10/26/2023,10001,3,3,315,365,0,3000043,skipped - vacation
514,10/26/2023,10006,3,8,55,60,0,3000043,skipped - vacation
515,10/26/2023,10014,3,5,80,80,0,3000043,skipped - vacation
516,10/31/2023,10002,3,3,315,365,45,3100044,"working set 365, make sure bar pulled close to shins, have feet extending out. When breathing make sure to keep elbows tight and body over bar at a good posture no hunching over. Pull, no need to pull slack if tight enough. Wear belt and chalk up"
517,10/31/2023,10011,3,8,60,65,10,3100044,
518,10/31/2023,10012,3,8,40,40,10,3100044,
519,10/31/2023,10013,3,8,120,120,10,3100044,
520,11/1/2023,10000,3,5,115,115,0,3100044,skipped
521,11/1/2023,10003,3,3,225,225,0,3100044,skipped
522,11/1/2023,10004,3,5,185,185,0,3100044,skipped
523,11/1/2023,10008,3,8,90,90,0,3100044,skipped
524,11/1/2023,10010,3,8,70,70,0,3100044,skipped
525,11/2/2023,10001,3,3,315,365,0,3100044,skipped
526,11/2/2023,10006,3,8,55,60,0,3100044,skipped
527,11/2/2023,10014,3,5,80,80,0,3100044,skipped
528,11/7/2023,10002,3,3,315,315,45,3200045,
529,11/7/2023,10011,3,8,55,60,10,3200045,
530,11/7/2023,10012,3,8,40,40,10,3200045,
531,11/7/2023,10013,3,8,120,120,10,3200045,
532,11/8/2023,10000,3,5,115,115,30,3200045,
533,11/8/2023,10003,3,3,225,225,30,3200045,
534,11/8/2023,10004,3,5,185,185,25,3200045,
535,11/8/2023,10008,3,8,90,90,10,3200045,
536,11/8/2023,10010,3,8,70,70,10,3200045,
537,11/8/2023,10001,3,3,315,365,45,3200045,
538,11/8/2023,10006,3,8,55,60,10,3200045,
539,11/8/2023,10014,3,5,80,80,10,3200045,
540,11/14/2023,10002,3,3,315,365,45,3300046,"easier time with deadlifts shifted weight to back heel and fully gripped bar more of a leg press, kept elbows close and body upright"
541,11/14/2023,10011,3,8,50,50,10,3300046,
542,11/14/2023,10012,3,5,40,45,10,3300046,
543,11/14/2023,10013,3,8,120,120,10,3300046,
544,11/15/2023,10000,3,5,115,115,0,3300046,skipped
545,11/15/2023,10003,3,5,225,225,0,3300046,skipped
546,11/15/2023,10004,3,5,185,185,0,3300046,skipped
547,11/15/2023,10008,3,8,100,100,0,3300046,skipped
548,11/15/2023,10010,3,8,70,70,0,3300046,skipped
549,11/16/2023,10001,3,3,315,315,45,3300046,raining
550,11/16/2023,10006,3,8,55,60,10,3300046,
551,11/16/2023,10014,3,5,80,80,10,3300046,
552,11/22/2023,10000,3,5,115,115,30,3400047,keep elbows close before lift off
553,11/22/2023,10003,3,5,225,225,30,3400047,"thumbs to end of knurling; keep elbows tight and eyes facing greater than 45 degrees down. Deep breath; chest out and elbows close with abs right then have legs to out as spreading floor, then come up with back of heels and also pushing up or rather bending bar up"
554,11/22/2023,10004,3,5,185,185,25,3400047,"setup feet behind bottom of bench, have feet point out slightly from heel. Warm up lats like deadlift then deep breath and setup. Left arm shaky probably from pickleball. Deep breath squeeze bar and elbows together to bring bar down then abs and spread legs out to heels to push back up"
555,11/22/2023,10008,3,8,100,100,10,3400047,
556,11/22/2023,10010,3,8,70,70,10,3400047,
557,11/22/2023,10001,3,3,315,315,0,3400047,skipped
558,11/22/2023,10006,3,8,55,60,0,3400047,skipped
559,11/22/2023,10014,3,5,80,80,0,3400047,skipped
560,11/23/2023,10002,3,3,315,315,45,3400047,use thumb tape
561,11/23/2023,10011,3,8,55,60,10,3400047,
562,11/23/2023,10012,3,8,40,40,10,3400047,
563,11/23/2023,10013,3,8,120,120,10,3400047,
564,11/29/2023,10000,3,5,115,115,0,3500048,skipped
565,11/29/2023,10003,3,3,225,225,0,3500048,skipped
566,11/29/2023,10004,3,5,185,185,0,3500048,skipped
567,11/29/2023,10007,3,5,315,315,0,3500048,skipped
568,11/29/2023,10009,3,8,60,60,0,3500048,skipped
569,11/30/2023,10001,3,3,315,365,45,3500048,"beltless, chalked for 365 make sure to be upright and also legs are spread close to bar. 30 mins to do deadlifts and chiropractic session sored me out on back"
570,11/30/2023,10006,3,8,110,110,10,3500048,slow and controlled
571,11/30/2023,10014,3,5,80,80,10,3500048,"Keep body upright, breathe and also get right grip. Slow and controlled"
572,12/2/2023,10002,3,3,315,315,45,3500048,Hurt back a bit from messing with form. Chalked
573,12/2/2023,10011,3,8,35,35,10,3500048,
574,12/2/2023,10012,3,8,35,35,10,3500048,
575,12/2/2023,10013,3,8,120,120,0,3500048,skipped
576,12/4/2023,10000,3,5,115,115,30,3600049,"apartment gym - used tennis shoes, no chalk or equipment"
577,12/4/2023,10003,3,3,235,235,30,3600049,
578,12/4/2023,10004,3,5,185,185,0,3600049,skipped
579,12/4/2023,10007,3,3,315,315,20,3600049,
580,12/4/2023,10010,3,8,100,100,0,3600049,skipped
581,12/7/2023,10001,3,3,315,365,0,3600049,skipped - vacation
582,12/7/2023,10006,3,8,110,110,0,3600049,skipped - vacation
583,12/7/2023,10014,3,5,85,85,0,3600049,skipped - vacation
584,12/9/2023,10002,3,3,315,385,0,3600049,skipped - vacation
585,12/9/2023,10011,3,8,55,60,0,3600049,skipped - vacation
586,12/9/2023,10012,3,8,40,40,0,3600049,skipped - vacation
587,12/9/2023,10013,3,8,120,160,0,3600049,skipped - vacation
588,12/11/2023,10000,3,5,115,115,0,3700050,skipped
589,12/11/2023,10003,3,3,235,235,0,3700050,skipped
590,12/11/2023,10004,3,5,185,185,0,3700050,skipped
591,12/11/2023,10007,3,3,315,315,0,3700050,skipped
592,12/11/2023,10010,3,8,100,100,0,3700050,skipped
593,12/14/2023,10001,3,3,315,365,45,3700050,use tape for thumb
594,12/14/2023,10006,3,8,110,110,10,3700050,
595,12/14/2023,10014,3,5,85,85,10,3700050,
596,12/16/2023,10002,3,3,315,385,0,3700050,skipped - pickleball
597,12/16/2023,10011,3,8,55,60,0,3700050,skipped - pickleball
598,12/16/2023,10012,3,8,40,40,0,3700050,skipped - pickleball
599,12/16/2023,10013,3,8,120,160,0,3700050,skipped - pickleball
600,12/21/2023,10002,3,3,315,385,45,3800051,
601,12/21/2023,10011,3,8,55,60,10,3800051,
602,12/21/2023,10012,3,8,40,40,10,3800051,
603,12/21/2023,10013,3,8,120,160,10,3800051,
604,12/22/2023,10000,3,5,115,125,30,3800051,pickleball drills beforehand
605,12/22/2023,10003,3,3,235,235,30,3800051,
606,12/22/2023,10004,3,3,185,185,25,3800051,
607,12/22/2023,10008,3,8,70,70,0,3800051,skipped - pickleball
608,12/22/2023,10009,3,8,60,60,0,3800051,skipped - pickleball
609,12/22/2023,10001,3,3,315,315,45,3800051,
610,12/22/2023,10006,3,8,121,121,10,3800051,
611,12/22/2023,10014,3,8,85,85,10,3800051,
612,12/27/2023,10002,3,3,315,315,45,3900052,
613,12/27/2023,10004,3,5,185,185,25,3900052,
614,12/27/2023,10009,3,8,65,65,10,3900052,
615,12/28/2023,10000,3,5,115,115,30,3900052,
616,12/28/2023,10003,3,3,225,225,30,3900052,
617,12/28/2023,10008,3,8,70,70,0,3900052,skipped - pickleball
618,12/28/2023,10011,3,8,55,60,0,3900052,skipped - pickleball
619,12/28/2023,10012,3,8,40,40,0,3900052,skipped - pickleball
620,12/28/2023,10013,3,8,120,120,0,3900052,skipped - pickleball
621,12/30/2023,10001,3,3,315,405,60,3900052,
622,12/30/2023,10006,3,8,121,121,10,3900052,
623,12/30/2023,10014,3,8,85,85,10,3900052,
